"attributes.acceleration","attributes.sprintspeed","attributes.agility","attributes.balance","attributes.jumping","attributes.stamina","attributes.strength","attributes.reactions","attributes.aggression","attributes.composure","attributes.interceptions","attributes.positioning","attributes.vision","attributes.ballcontrol","attributes.crossing","attributes.dribbling","attributes.finishing","attributes.freekickaccuracy","attributes.headingaccuracy","attributes.longpassing","attributes.shortpassing","attributes.marking","attributes.shotpower","attributes.longshots","attributes.standingtackle","attributes.slidingtackle","attributes.volleys","attributes.curve","attributes.penalties","attributes.gkdiving","attributes.gkhandling","attributes.gkkicking","attributes.gkreflexes","attributes.gkpositioning","stats.attack","stats.defending","stats.skill","stats.power","stats.movement","stats.mentality","stats.goalkeeper","info.contract.jointeamdate","info.contract.enddate","info.contract.isloanedout","info.nation.id","info.nation.name","info.name.firstname","info.name.lastname","info.name.playerjerseyname","info.name.knownas","info.name.firstnameid","info.name.lastnameid","info.name.playerjerseynameid","info.playerid","info.total_attributes","info.overallrating","info.potential","info.birthdate","info.age","info.teams.club_team.id","info.teams.club_team.name","info.teams.club_team.leagueid","info.teams.club_team.domesticprestige","info.teams.club_team.profitability","info.teams.club_team.slug","info.teams.club_team.jerseynumber","info.league","info.headshot","info.haircolor","info.eyecolor","info.skintone","info.headtype","info.bodytype","info.preferredfoot","info.skillmoves","info.weafoot","info.internationalrep","info.ovrmodifier","info.release_clause","info.height","info.weight","info.gender","info.defensiveworkrate","info.attackingworkrate","info.real_face","info.isretiring","info.valueUSD","info.valueEUR","info.valueGBP","info.wageUSD","info.wageEUR","info.wageGBP","info.traits.trait1","info.traits.trait2","card_attrs.pac","card_attrs.sho","card_attrs.pas","card_attrs.dri","card_attrs.def","card_attrs.phy","primary_position","other_positions","updated","added","removed","slug","real_ovrs.0","real_ovrs.1","real_ovrs.2","real_ovrs.3","real_ovrs.4","real_ovrs.5","real_ovrs.6","real_ovrs.7","real_ovrs.8","real_ovrs.9","real_ovrs.10"
56,75,61,61,80,67,78,81,75,79,86,32,62,78,51,67,36,39,80,79,83,86,37,20,84,82,25,41,36,10,12,8,8,6,"55","84","61","57","67","62","9","2022-07-04","2026-06-01",0,13,"Denmark","Andreas","Christensen","Christensen","Andreas Christensen",2055,7405,7405,213661,1861,82,83,"1996-04-10T00:00:00.000Z",28,241,"FC Barcelona",53,10,8,"fc-barcelona",15,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p213661.png",3,5,3,8,4,"Right",2,3,3,0,,187,82,"Male",,,"Yes","No",31500000,29000000,24500000,145000,130000,110000,"","Career Injury Prone","66","31","59","71","84","75","CB","CDM",false,false,false,"andreas-christensen",16,75,76,81,80,64,70,63,59,60,56
75,71,67,59,95,78,95,78,80,82,20,86,70,80,47,79,84,62,87,57,74,44,88,69,24,22,79,55,75,9,9,8,8,6,"75","30","67","85","70","69","8","2024-07-01","2026-06-01",0,56,"Colombia","Duván","Zapata","Duván","Duván Zapata",10263,40872,10263,215333,2022,82,82,"1991-04-01T00:00:00.000Z",33,54,"Torino",31,6,5,"torino",91,31,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p215333.png",0,9,10,1024,6,"Right",3,4,3,0,,188,88,"Male",,,"Yes","No",21500000,19500000,16500000,80000,73000,62000,"Power Shot, Power Header, Press Proven, Aerial","Career Injury Prone","73","80","61","74","39","87","ST","-",false,false,false,"duvan-zapata",15,53,51,53,55,73,68,75,78,74,82
78,77,75,74,76,87,67,81,85,81,80,76,80,80,86,77,55,71,67,75,80,78,76,65,81,81,32,82,55,11,8,10,14,7,"64","80","77","75","77","77","10","2017-07-21","2026-06-01",0,42,"Scotland","Andrew","Robertson","Robertson","Andrew Robertson",2084,32107,32107,216267,2208,82,82,"1994-03-11T00:00:00.000Z",30,9,"Liverpool",13,9,6,"liverpool",26,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p216267.png",3,4,1,4001,310,"Left",3,2,3,2,,178,64,"Male",,,"Yes","No",28500000,26500000,22500000,120000,110000,93000,"Whipped Pass","","78","60","79","78","77","79","LB","-",false,false,false,"andrew-robertson",17,81,80,77,79,78,78,76,75,76,70
68,65,79,84,75,93,71,75,85,82,81,65,79,82,73,78,69,74,70,81,82,77,80,84,84,82,65,79,69,8,8,15,8,11,"72","81","79","81","75","77","10","2023-07-03","2026-06-01",0,10,"Croatia","Marcelo","Brozović","Brozović","Marcelo Brozović",24049,5628,5628,216352,2281,82,82,"1992-11-16T00:00:00.000Z",31,112139,"Al Nassr",350,9,1,"al-nassr",11,350,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p216352.png",3,3,1,1522,1,"Right",3,4,3,1,,181,72,"Male",,,"Yes","No",23000000,21500000,18000000,61000,56000,47500,"Long Ball Pass, Press Proven, Relentless","","67","72","78","80","79","81","CDM","CM",false,false,false,"marcelo-brozovic",16,79,78,78,81,76,80,77,75,75,72
76,84,69,58,91,79,88,80,85,63,82,53,74,76,36,75,44,27,78,78,79,84,66,44,81,82,32,31,44,9,7,10,15,6,"54","83","58","74","74","67","10","2023-09-04","2027-06-01",0,56,"Colombia","Davinson","Sánchez","Sánchez","Davinson Sánchez",8828,36173,36173,220793,1986,82,82,"1996-06-12T00:00:00.000Z",28,325,"Galatasaray",68,10,4,"galatasaray",6,68,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p220793.png",0,9,10,1005,362,"Right",2,2,3,0,37000000,187,81,"Male",,,"Yes","No",28500000,26500000,22500000,73000,67000,57000,"Slide Tackle, Bruiser, Aerial","","80","47","54","70","81","86","CB","-",false,false,false,"davinson-sanchez",17,74,76,82,80,69,74,70,68,66,66
70,78,69,69,86,66,78,83,90,80,81,66,71,77,78,65,53,39,82,66,78,83,62,51,85,83,46,59,42,10,7,8,10,14,"68","84","62","69","74","72","10","2023-07-09","2028-06-01",0,18,"France","Lucas","Hernández","L.Hernandez","Lucas Hernández",22658,15494,21113,220814,2085,82,82,"1996-02-14T00:00:00.000Z",28,73,"Paris Saint-Germain",16,10,1,"paris-saint-germain",21,16,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p220814.png",3,10,3,2019,271,"Left",2,2,3,0,,184,79,"Male",,,"Yes","No",28500000,26500000,22500000,105000,96000,81000,"Slide Tackle, Bruiser","Career Injury Prone","74","53","65","74","83","80","CB","LB",false,false,false,"lucas-hernandez",18,78,79,82,78,71,72,70,69,70,68
70,81,68,66,90,89,90,85,91,83,84,80,83,85,73,83,75,38,82,79,84,79,84,63,84,77,60,62,61,9,13,8,13,13,"75","80","70","84","74","81","12","2019-07-23","2028-06-01",0,54,"Brazil","Joelinton","Apolinário de Lira","Joelinton","Joelinton",18123,2442,18123,223334,2285,82,82,"1996-08-14T00:00:00.000Z",27,13,"Newcastle United",13,7,1,"newcastle-united",7,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p223334.png",15,3,6,3001,6,"Right",3,3,3,0,,186,81,"Male",,,"Yes","No",35000000,32000000,27500000,135000,125000,105000,"Bruiser, Press Proven, Relentless","Career Team Player, Career Injury Prone","76","71","70","78","81","90","CM","LW",false,false,false,"joelinton-apolinario-de-lira",19,81,81,83,83,80,82,80,80,79,80
63,53,42,33,88,77,87,81,85,78,80,25,55,70,66,60,38,29,83,67,70,82,60,54,83,79,35,43,34,8,7,13,14,7,"59","82","54","74","55","60","10","2024-07-18","2029-06-01",0,51,"Serbia","Nikola","Milenković","Milenković","Nikola Milenković",27677,25640,25640,238095,1849,81,83,"1997-10-12T00:00:00.000Z",26,14,"Nottingham Forest",13,2,1,"nottingham-forest",31,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238095.png",0,5,4,4010,5,"Right",2,3,2,0,,195,90,"Male",,,"Yes","No",30500000,28000000,24000000,81000,74000,63000,"Power Header, Anticipate, Aerial","","58","41","55","61","81","84","CB","-",false,false,false,"nikola-milenkovic",17,73,74,80,76,60,65,58,56,57,57
72,77,73,72,79,94,78,81,87,81,80,81,79,82,75,78,74,73,66,81,83,79,81,77,81,79,70,73,63,7,6,15,9,9,"74","80","78","82","75","79","10","2024-08-21","2029-06-01",0,14,"England","Conor","Gallagher","Gallagher","Conor Gallagher",7788,12944,12944,238216,2295,81,86,"2000-02-06T00:00:00.000Z",24,240,"Atlético de Madrid",53,9,4,"atletico-de-madrid",4,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238216.png",5,2,2,4003,2,"Right",3,4,3,0,78300000,182,77,"Male",,,"Yes","No",42000000,38500000,33000000,69000,63000,54000,"Block, Intercept, Relentless","Career Team Player","75","74","77","78","77","85","CM","LM",false,false,false,"conor-gallagher",16,80,79,79,81,79,81,79,78,78,77
82,86,83,74,81,82,73,81,72,83,42,80,80,85,78,84,82,70,68,73,79,43,84,82,41,39,75,81,76,8,7,13,11,13,"77","41","79","81","82","73","11","2023-07-01","2029-06-01",0,54,"Brazil","Matheus Santos","Carneiro Da Cunha","Cunha","Matheus Cunha",24631,6518,8153,240243,2191,81,83,"1999-05-27T00:00:00.000Z",25,110,"Wolverhampton Wanderers",13,4,3,"wolverhampton-wanderers",10,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p240243.png",3,3,5,1039,1,"Right",4,4,3,0,,183,76,"Male",,,"Yes","No",35500000,32500000,27500000,85000,78000,66000,"Power Shot, Dead Ball, Flair, First Touch, Trickster","","84","80","77","82","47","77","CAM","LW | ST",false,false,false,"matheus-santos-carneiro-da-cunha",17,66,62,57,63,81,76,81,81,82,80
71,77,69,65,87,73,81,82,77,76,81,35,66,76,58,72,42,32,79,78,80,83,49,26,83,82,32,67,38,8,9,11,12,12,"59","83","65","64","73","63","11","2021-07-18","2026-06-01",0,14,"England","Marc","Guéhi","Guéhi","Marc Guéhi",24016,14476,14476,241159,1969,81,84,"2000-07-13T00:00:00.000Z",23,1799,"Crystal Palace",13,5,3,"crystal-palace",6,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241159.png",0,9,8,1024,2,"Right",2,5,3,0,,182,82,"Male",,,"Yes","No",34500000,31500000,26500000,85000,78000,66000,"Long Ball Pass, Jockey, Block, Anticipate","Career Solid Player, Career Leadership","74","37","64","73","82","80","CB","-",false,false,false,"marc-guehi",18,76,77,81,79,68,71,66,62,64,60
86,81,85,78,84,72,69,81,54,82,34,82,79,81,78,82,81,60,75,77,79,35,79,77,24,28,74,76,74,12,9,11,12,15,"78","29","76","77","83","68","12","2022-01-01","2027-06-01",0,45,"Spain","Ferran","Torres García","Ferran","Ferran Torres",12053,37533,12053,241461,2106,81,84,"2000-02-29T00:00:00.000Z",24,241,"FC Barcelona",53,10,8,"fc-barcelona",7,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241461.png",3,4,3,0,1,"Right",4,4,3,0,73300000,184,77,"Male",,,"Yes","No",38500000,35000000,30000000,125000,115000,96000,"Finesse Shot, Technical","","84","78","75","82","39","70","LW","RW | ST",false,false,false,"ferran-torres-garcia",19,60,56,49,57,80,74,80,80,80,79
66,73,64,52,86,78,78,80,73,85,81,66,78,80,64,64,31,54,85,86,84,83,58,40,83,82,41,74,42,11,13,13,9,13,"61","83","72","68","67","71","12","2023-07-12","2028-06-01",0,45,"Spain","Pau","Francisco Torres","Pau","Pau Torres",29570,12496,29570,241464,2070,81,81,"1997-01-16T00:00:00.000Z",27,2,"Aston Villa",13,7,1,"aston-villa",14,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241464.png",6,10,4,8,4,"Left",2,2,3,0,,191,80,"Male",,,"Yes","No",26000000,24000000,20000000,120000,110000,94000,"Pinged Pass","","70","46","73","71","83","79","CB","-",false,false,false,"pau-francisco-torres",19,77,78,81,81,71,76,70,67,66,63
63,65,66,69,88,70,88,76,83,71,82,51,60,70,71,59,47,77,84,75,79,82,81,76,82,79,38,70,64,14,14,11,15,7,"64","81","71","81","68","69","13","2017-07-01","2025-06-01",0,18,"France","Théa","Gréboval","Greboval","Théa Gréboval",37106,14168,14044,241546,2127,81,83,"1997-04-05T00:00:00.000Z",27,116035,"Paris FC",2218,8,4,"paris-fc",19,2218,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241546.png",2,2,5,5504,8,"Left",2,3,3,0,,168,61,"Female",,,"Yes","No",30000000,27500000,23500000,4900,4500,3800,"Long Ball Pass, Jockey, Block, Intercept, Aerial","Career Team Player","64","60","72","69","82","82","CB","-",false,false,false,"thea-greboval",19,74,76,81,77,65,70,65,64,64,65
65,72,59,61,83,70,78,79,83,77,85,40,66,71,63,60,36,43,80,70,74,86,65,47,83,80,46,52,49,13,11,7,12,11,"60","83","60","69","68","67","11","2024-07-13","2029-06-01",0,27,"Italy","Alessandro","Buongiorno","Buongiorno","Alessandro Buongiorno",1469,5815,5815,243241,1977,81,86,"1999-06-06T00:00:00.000Z",25,48,"Napoli",31,9,1,"napoli",4,31,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243241.png",3,4,3,57,4,"Left",2,3,1,0,,190,86,"Male",,,"Yes","No",37000000,34000000,29000000,110000,105000,87000,"Block, Aerial","","69","47","61","68","83","79","CB","-",false,false,false,"alessandro-buongiorno",18,74,76,81,77,64,68,62,60,61,59
75,69,78,80,66,83,73,77,78,80,74,77,84,85,78,78,72,82,41,85,84,70,81,84,71,69,72,82,78,9,6,10,12,6,"70","70","83","78","76","79","9","2023-07-01","2028-06-01",0,48,"Turkey","Orkun","Kökçü","Kökcü","Orkun Kökçü",28766,21015,21014,243245,2249,81,85,"2000-12-29T00:00:00.000Z",23,234,"Benfica",308,10,5,"benfica",10,308,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243245.png",20,5,2,2512,2,"Right",3,5,3,0,,175,72,"Male",,,"Yes","No",40000000,36500000,31000000,18000,16500,14000,"Finesse Shot, Power Shot, Dead Ball, Incisive Pass, Trivela","","72","77","83","80","65","75","CM","CAM",false,false,false,"orkun-kokcu",15,76,73,70,77,79,81,80,78,78,73
66,64,72,77,75,77,83,72,74,83,79,56,75,82,73,71,57,68,57,82,84,83,75,70,83,73,50,66,78,9,14,8,17,10,"65","80","74","76","71","75","12","2018-01-18","2025-06-01",0,95,"United States","Andi","Sullivan","Sullivan","Andi Sullivan",2023,35902,35902,243261,2163,81,81,"1995-12-20T00:00:00.000Z",28,116304,"Washington Spirit",2221,8,2,"washington-spirit",12,2221,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243261.png",6,2,2,7004,7,"Right",3,3,3,1,,168,57,"Female",,,"Yes","No",24500000,22500000,19500000,14000,12500,11000,"Intercept","Career Team Player, Career Injury Prone","65","64","75","76","75","77","CDM","CM",false,false,false,"andi-sullivan",18,76,75,77,79,72,76,73,70,70,66
71,69,83,64,84,73,75,80,41,78,45,85,70,83,63,77,83,72,80,70,83,40,84,82,48,39,73,61,79,12,16,12,14,14,"77","43","73","80","74","67","14","2018-01-16","2026-06-01",0,95,"United States","Ashley","Hatch","Hatch","Ashley Hatch",2835,15158,15158,243263,2103,81,81,"1995-05-25T00:00:00.000Z",29,116304,"Washington Spirit",2221,8,2,"washington-spirit",33,2221,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243263.png",6,2,5,5506,2,"Right",4,4,3,0,,173,65,"Female",,,"Yes","No",28000000,25500000,22000000,15500,14500,12000,"Power Header, Technical, Trivela, Aerial","","70","81","70","78","50","68","ST","LM",false,false,false,"ashley-hatch",21,62,60,57,62,76,74,78,79,77,80
39,35,36,25,62,32,61,80,22,56,19,11,60,15,15,11,8,15,12,26,25,22,58,7,13,11,12,14,19,80,78,77,82,80,"15","16","17","44","43","32","80","2018-07-02","2030-06-01",0,49,"Ukraine","Andriy","Lunin","Lunin","Andriy Lunin",2110,22868,22868,243952,1218,81,86,"1999-02-11T00:00:00.000Z",25,243,"Real Madrid",53,10,5,"real-madrid",13,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243952.png",6,2,2,3,5,"Right",1,3,1,1,,191,78,"Male",,,"Yes","No",33000000,30000000,25500000,105000,96000,81000,"Footwork","","37","19","26","37","15","44","GK","-",false,false,false,"andriy-lunin",79,25,25,26,27,26,29,28,27,24,26
65,80,55,49,84,72,78,80,81,74,82,52,68,75,48,60,40,41,81,76,78,82,69,54,83,80,41,55,48,7,15,9,6,14,"58","82","62","72","66","68","11","2022-07-01","2025-06-30",1,129,"Morocco","Nayef","Aguerd","N.Aguerd","Nayef Aguerd",27245,726,26902,244749,1982,81,82,"1996-03-30T00:00:00.000Z",28,19,"West Ham United",13,6,2,"west-ham-united",21,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244749.png",21,4,3,36,4,"Left",2,3,2,0,,190,76,"Male",,,"Yes","No",26500000,24500000,21000000,110000,100000,85000,"Power Header, Long Ball Pass, Anticipate","Career Injury Prone","73","51","61","66","82","79","CB","-",false,false,false,"nayef-aguerd",18,73,76,80,78,65,71,66,64,62,63
77,78,84,74,78,71,72,81,50,81,35,82,82,84,75,84,81,74,66,73,79,37,81,79,36,34,68,82,69,5,9,6,7,15,"74","36","80","77","79","67","9","2023-07-01","2026-06-01",0,38,"Portugal","Francisco","Trincão","Trincão","Trincão",12479,37651,37651,244778,2089,81,83,"1999-12-29T00:00:00.000Z",24,237,"Sporting CP",308,10,5,"sporting-cp",17,308,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244778.png",3,9,4,3513,1,"Left",4,2,3,0,,184,74,"Male",,,"Yes","No",36500000,33500000,28500000,18500,17000,14500,"Finesse Shot, Incisive Pass, Technical, Flair, First Touch, Trickster, Trivela","","78","77","78","81","42","68","CAM","RW | RM",false,false,false,"francisco-trincao",16,61,58,51,59,79,75,81,81,80,78
67,70,70,75,75,90,77,79,78,77,81,73,77,79,66,77,66,56,63,78,80,78,76,70,81,76,46,66,64,12,7,12,9,5,"65","79","72","78","73","75","9","2024-08-17","2028-06-01",0,18,"France","Youssouf","Fofana","Fofana","Youssouf Fofana",40610,12330,12330,245630,2156,81,85,"1999-01-10T00:00:00.000Z",25,131681,"Milano FC",31,10,1,"milano-fc",29,31,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p245630.png",0,3,10,1035,2,"Right",3,3,2,1,,181,75,"Male",,,"Yes","No",35500000,32500000,27500000,130000,120000,105000,"Incisive Pass, Jockey, Anticipate, Relentless","Career Team Player","69","66","71","76","76","80","CDM","CM",false,false,false,"youssouf-fofana",16,77,76,77,79,75,78,75,74,73,71
78,77,83,85,76,87,71,70,75,84,63,80,82,83,84,83,73,80,45,79,85,70,89,81,67,55,70,90,80,7,6,9,13,8,"72","64","83","81","79","78","9","2023-07-11","2025-06-01",0,45,"Spain","Ángela","Sosa Martín","Martín Sosa","Ángela Sosa",41690,35378,47532,246287,2268,81,81,"1993-01-16T00:00:00.000Z",31,116333,"Levante UD",2222,8,3,"levante-ud",11,2222,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246287.png",2,4,2,7009,2,"Right",4,3,3,0,,166,56,"Female",,,"Yes","No",23500000,21500000,18000000,23000,21000,18000,"Finesse Shot, Dead Ball, Pinged Pass, Tiki Taka, Trivela","","78","79","83","81","60","77","CAM","CM | RM",false,false,false,"angela-sosa-martin",15,74,71,66,74,80,79,80,79,80,75
77,82,77,76,94,77,88,79,82,79,77,76,77,81,59,82,71,48,83,80,80,78,80,71,83,79,64,67,55,6,10,12,8,13,"72","80","72","82","79","75","10","2023-07-03","2028-06-01",0,21,"Germany","Felix","Nmecha","F. Nmecha","Felix Nmecha",11943,27806,11564,246863,2251,81,86,"2000-10-10T00:00:00.000Z",23,22,"Borussia Dortmund",19,9,7,"borussia-dortmund",8,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246863.png",0,9,6,1037,5,"Right",4,3,1,1,63900000,194,80,"Male",,,"Yes","No",39000000,35500000,30500000,49500,45500,39000,"Long Ball Pass, Block, Flair, Press Proven, Aerial","","80","70","69","79","80","85","CDM","CM",false,false,false,"felix-nmecha",17,76,77,81,79,76,78,78,78,76,78
85,85,69,62,93,85,80,78,83,74,85,32,34,75,34,45,27,35,81,40,63,79,45,25,82,86,29,32,46,12,7,10,12,6,"47","83","46","66","76","59","10","2023-08-10","2027-06-01",0,54,"Brazil","Roger","Ibañez Da Silva","Ibañez","Ibañez",32255,16359,16358,247257,1816,81,83,"1998-11-23T00:00:00.000Z",25,112387,"Al Ahli",350,8,1,"al-ahli",3,350,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p247257.png",0,4,2,1508,5,"Right",2,2,2,0,,185,73,"Male",,,"No","No",31000000,28500000,24500000,52000,47000,40000,"Block, Intercept","","85","34","40","67","83","85","CB","-",false,false,false,"roger-ibanez-da-silva",16,73,76,81,72,56,57,53,53,53,54
74,74,80,69,82,76,90,85,68,76,78,83,81,85,70,82,80,62,60,82,84,78,79,74,60,73,58,67,61,13,9,13,11,13,"71","71","76","81","77","75","12","2017-01-01","2026-06-01",0,21,"Germany","Sydney","Lohmann","Lohmann","Sydney Lohmann",36106,22440,22440,247791,2230,81,86,"2000-06-19T00:00:00.000Z",24,115995,"Bayern München",2215,10,1,"bayern-munchen",12,2215,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p247791.png",5,5,4,7010,2,"Right",3,3,3,1,,176,67,"Female",,,"Yes","No",42500000,39000000,33000000,4100,3800,3200,"Block, Rapid, Aerial","Career Injury Prone","74","73","74","80","70","79","RM","CAM",false,false,false,"sydney-lohmann",19,76,74,74,78,80,80,81,81,80,78
60,62,73,75,83,75,75,80,82,83,78,49,42,78,40,62,60,60,86,78,81,85,50,66,83,82,37,64,58,12,14,7,11,12,"61","84","69","70","70","66","12","2022-07-01","2025-06-01",0,21,"Germany","Marina","Hegering","Hegering","Marina Hegering",24204,15302,15302,248715,2043,81,81,"1990-04-17T00:00:00.000Z",34,115998,"VfL Wolfsburg",2215,10,1,"vfl-wolfsburg",31,2215,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p248715.png",6,2,4,5501,8,"Right",3,3,3,0,,170,59,"Female",,,"Yes","No",9000000,8500000,7000000,4700,4300,3700,"Long Ball Pass","Career Team Player, Career Injury Prone","61","53","61","75","83","79","CB","-",false,false,false,"marina-hegering",19,72,74,81,78,63,70,65,64,63,65
65,53,80,79,71,81,66,85,68,84,80,64,84,84,72,78,49,68,67,83,87,77,73,65,76,68,51,69,42,7,14,5,9,9,"66","74","77","72","73","71","9","2023-08-25","2028-06-01",0,21,"Germany","Angelo","Stiller","Stiller","Angelo Stiller",2192,35700,35700,250959,2113,81,84,"2001-04-04T00:00:00.000Z",23,36,"VfB Stuttgart",19,6,7,"vfb-stuttgart",6,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p250959.png",5,5,1,2516,2,"Left",3,3,1,1,,183,79,"Male",,,"Yes","No",35000000,32000000,27000000,34000,31500,26500,"Incisive Pass, Long Ball Pass, Press Proven","","59","57","77","82","74","72","CDM","CM",false,false,false,"angelo-stiller",17,76,75,74,79,75,80,76,72,72,67
71,70,79,66,79,83,70,77,55,73,58,79,83,86,76,85,77,72,75,80,81,45,81,79,58,54,76,75,67,11,8,14,8,8,"77","53","80","79","73","70","10","2024-07-01","2027-06-01",0,7,"Belgium","Charles","De Ketelaere","De Ketelaere","Charles De Ketelaere",7025,8895,8895,251470,2159,81,85,"2001-03-10T00:00:00.000Z",23,115845,"Atalanta",31,7,3,"atalanta",17,31,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251470.png",6,4,2,3,4,"Left",4,3,1,0,,192,79,"Male",,,"No","No",40500000,37000000,31500000,72000,66000,56000,"Incisive Pass, Technical, Flair","Career Solid Player","71","77","78","78","58","72","CAM","ST",false,false,false,"charles-de-ketelaere",16,69,67,62,69,79,79,80,80,79,78
42,64,65,66,57,65,65,78,66,78,71,79,84,86,75,84,74,63,52,85,87,64,74,77,72,65,47,51,67,14,5,13,11,13,"67","67","74","68","63","75","12","2023-12-14","2025-06-01",0,54,"Brazil","Luana","Bertolucci Paixão","Luana","Luana",22639,4461,22639,253175,2059,81,81,"1993-05-02T00:00:00.000Z",31,116307,"Orlando Pride",2221,4,3,"orlando-pride",8,2221,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253175.png",0,3,2,10500,8,"Right",3,4,3,0,,163,60,"Female",,,"Yes","No",23000000,21000000,18000000,9800,9000,7600,"Technical","","53","70","74","76","65","63","CM","CDM",false,false,false,"luana-bertolucci-paixao",18,72,69,67,75,77,81,80,77,76,72
69,75,45,68,82,68,70,81,85,67,82,41,47,72,64,54,30,30,82,70,81,83,45,30,84,83,34,45,34,13,9,11,9,9,"59","84","55","59","68","60","11","2021-07-09","2027-06-01",0,18,"France","Élisa","De Almeida","De Almeida","Élisa De Almeida",44940,8864,8864,253469,1852,81,84,"1998-01-11T00:00:00.000Z",26,116034,"Paris Saint-Germain",2218,9,1,"paris-saint-germain",5,2218,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253469.png",0,4,4,7501,1,"Right",2,2,3,0,,173,61,"Female",,,"Yes","No",32500000,30000000,25500000,6600,6100,5100,"Pinged Pass, Jockey, Bruiser","","72","36","56","65","83","76","CB","-",false,false,false,"elisa-de-almeida",17,75,77,80,77,63,65,59,57,58,56
80,82,76,86,75,74,62,80,67,75,81,58,63,81,76,73,44,43,65,72,83,76,47,41,80,79,44,67,49,5,8,13,9,10,"63","79","68","60","81","66","9","2024-08-22","2026-06-01",0,18,"France","Perle","Morroni","Morroni","Perle Morroni",29922,47794,47794,256095,2024,81,81,"1997-10-15T00:00:00.000Z",26,116312,"San Diego Wave FC",2221,7,3,"san-diego-wave-fc",75,2221,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256095.png",0,4,7,8500,8,"Left",3,3,3,2,,158,53,"Female",,,"Yes","No",28000000,25500000,21500000,11000,10000,8600,"Block, Slide Tackle, Technical, Quick Step","","81","47","67","79","76","70","LB","-",false,false,false,"perle-morroni",16,78,78,75,77,73,73,70,67,70,62
72,76,86,88,68,82,71,77,65,82,81,74,81,83,64,80,73,80,48,82,84,80,83,83,70,62,55,79,65,14,10,11,13,11,"65","71","81","78","80","75","12","2020-10-04","2026-06-01",0,45,"Spain","Teresa José","Abelleira Dueñas","Teresa","Tere Abelleira",36836,319,36835,258576,2233,81,86,"2000-01-09T00:00:00.000Z",24,116326,"Real Madrid",2222,9,1,"real-madrid",3,2222,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258576.png",19,5,2,10028,8,"Right",4,4,3,0,,160,59,"Female",,,"Yes","No",42000000,38500000,33000000,20500,18500,16000,"Dead Ball, Incisive Pass, Long Ball Pass, Tiki Taka, First Touch, Press Proven, Trivela","","74","72","78","83","68","72","CM","CDM",false,false,false,"teresa-jose-abelleira-duenas",19,75,73,71,77,77,80,79,78,77,73
82,87,80,81,89,81,78,80,70,80,35,83,73,82,62,84,82,53,76,62,78,35,79,70,37,33,76,70,62,12,7,12,7,7,"75","35","71","80","82","68","9","2023-07-01","2033-06-01",0,136,"Senegal","Nicolas","Jackson","N. Jackson","Nicolas Jackson",27599,17215,26884,259197,2085,81,85,"2001-06-20T00:00:00.000Z",23,5,"Chelsea",13,8,1,"chelsea",15,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p259197.png",21,9,10,1013,4,"Right",3,3,3,0,,187,78,"Male",,,"Yes","No",41000000,37500000,32000000,130000,120000,100000,"Technical, Flair, Trivela","","85","75","66","81","43","80","ST","-",false,false,false,"nicolas-jackson",16,61,58,54,59,78,72,79,80,79,80
